time,voltage
0,730
7.178,710
11.055,700
20.201,680
24.703,670
34.983,650
46.412,630
58.433,610
65.068,600
71.12,690
77.477,580
84.065,570
91.102,560
97.676,550
104.782,540
111.711,530
119.355,520
126.38,510
133.598,500
140.791,490
148.61,480
156.015,470
163.209,460
171.562,450
179.597,440
187.335,430
195.673,420
204.52,410
208.387,405
212.925,400
221.629,390
230.185,380
238.901,370
247.577,360
256.842,350
