time,voltage
0,1040
2.976,1030
6.282,1020
9.565,1010
13.844,1000
17.737,990
21.536,980
25.757,970
29.615,960
33.445,950
37.995,940
42.138,930
46.345,920
50.397,910
54.638,900
59.11,890
64.067,880
77.713,850
91.681,820
101.322,800
116.12,770
126.306,750
141.767,720
151.789,700
169.096,670
180.679,650
192.353,630
204.538,610
216.325,590
228.73,570
241.738,550
